Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.7328 0.00821803 -0.0372071 0.679376	0.712124 0.0158041 -0.0282227 0.701308	0.697437 0.0171075 -0.025272 0.715996	0.703323 0.00873735 -0.0131462 0.710695	0.709812 0.00497788 -0.00438114 0.70436	0.769805 -0.015219 -0.00488097 0.638079	0.808868 -0.0428008 0.0320623 0.585553	0.685978 0.0948386 0.305397 0.653584	0.90742 -0.199723 -0.0716897 0.362712	0.92913 0.00421467 -0.149516 0.338149	0.808475 0.0939749 -0.0314618 0.580127	0.673289 -0.14533 -0.205237 0.695298	0.866935 0.224992 0.0643166 0.440075	0.893286 0.0650893 0.142564 0.421282	0.81193 0.051259 0.13195 0.566332	0.712445 0.00863303 0.0295557 0.701052	0.659201 0.00644577 0.0301085 0.751336	0.726941 0.03232 -0.0320484 0.685189	0.699166 0.0504179 -0.0468806 0.711637	0.648797 0.0535097 -0.0433182 0.757841	0.697368 0.132639 -0.0689817 0.700946	
0.732804 0.00881954 -0.0378876 0.679327	0.712472 0.0162088 -0.0290475 0.700912	0.69795 0.0175042 -0.0261091 0.715457	0.703619 0.00920021 -0.0138752 0.710383	0.71009 0.00548143 -0.00506226 0.704071	0.77096 -0.0152437 -0.00554839 0.636677	0.81035 -0.0433382 0.0315313 0.58349	0.68563 0.0952419 0.304599 0.654263	0.907534 -0.199505 -0.0725438 0.362378	0.929195 0.00398509 -0.150106 0.337711	0.8084 0.093864 -0.0324453 0.580194	0.673098 -0.144601 -0.20564 0.695515	0.866967 0.226029 0.0638955 0.439541	0.893431 0.0671008 0.141584 0.42099	0.810735 0.0533029 0.131495 0.567958	0.712299 0.00846914 0.029695 0.701197	0.658522 0.0062511 0.0302398 0.751927	0.726463 0.0320702 -0.0321517 0.685703	0.699067 0.0501319 -0.0467716 0.711762	0.648457 0.0532301 -0.0432129 0.758157	0.697412 0.13298 -0.0687905 0.700857	
0.733167 0.00893688 -0.0383683 0.678906	0.712907 0.0162867 -0.0295762 0.700446	0.698436 0.0175325 -0.0267032 0.714959	0.703991 0.0093953 -0.0145435 0.709997	0.710451 0.00576607 -0.00572739 0.703699	0.771964 -0.0152461 -0.00625613 0.635452	0.811925 -0.0435969 0.0309979 0.581306	0.686519 0.096129 0.303926 0.653514	0.907747 -0.198999 -0.0733816 0.361954	0.929297 0.00341329 -0.150427 0.337294	0.808559 0.0934726 -0.03281 0.580016	0.673201 -0.143982 -0.206071 0.695416	0.867029 0.226857 0.063541 0.439043	0.893549 0.0690988 0.140584 0.420752	0.80989 0.0551721 0.131165 0.56906	0.712368 0.00785495 0.0303744 0.701105	0.657604 0.0055476 0.0308793 0.75271	0.726357 0.0319975 -0.0321684 0.685818	0.698463 0.0495573 -0.0461656 0.712434	0.648405 0.0525816 -0.0426892 0.758277	0.697438 0.132902 -0.0688306 0.700842	
0.733728 0.00904138 -0.0387916 0.678275	0.713225 0.016404 -0.029928 0.700103	0.698487 0.017656 -0.0270261 0.714894	0.704343 0.00973528 -0.0151344 0.709632	0.710907 0.00609887 -0.00630411 0.703232	0.77293 -0.0152807 -0.00727735 0.634266	0.813371 -0.0436298 0.0306137 0.579299	0.687918 0.0969696 0.303543 0.652095	0.908066 -0.198296 -0.0741636 0.36138	0.929461 0.00253392 -0.150473 0.336828	0.808786 0.0927343 -0.0326947 0.579825	0.673524 -0.143281 -0.206559 0.695104	0.86711 0.227442 0.0632467 0.438624	0.893624 0.0710299 0.139575 0.420606	0.809756 0.0572701 0.130579 0.569179	0.712712 0.00712702 0.031026 0.700734	0.656438 0.00470845 0.0314839 0.753708	0.726136 0.0323806 -0.0319877 0.686043	0.697701 0.0491855 -0.0458762 0.713224	0.64839 0.0521463 -0.0424806 0.758332	0.697641 0.13351 -0.0684934 0.700557	
0.734189 0.00897897 -0.0392741 0.677749	0.713617 0.0164251 -0.0303895 0.699684	0.698739 0.0176878 -0.0274863 0.714629	0.704642 0.0100483 -0.0157634 0.709317	0.711246 0.00641321 -0.0069246 0.70288	0.773769 -0.0152158 -0.00808805 0.633234	0.814693 -0.0439535 0.0301907 0.577436	0.688606 0.0976248 0.3033 0.651384	0.908484 -0.197614 -0.0747536 0.360579	0.929727 0.00164309 -0.150281 0.336185	0.80861 0.092009 -0.032931 0.580173	0.67366 -0.142695 -0.206996 0.694963	0.867133 0.228018 0.0628522 0.438336	0.893664 0.0726424 0.138642 0.420556	0.809984 0.0593645 0.130048 0.568761	0.713264 0.00652175 0.0317008 0.700148	0.655122 0.0039714 0.0321201 0.75483	0.725711 0.032678 -0.0317159 0.686491	0.696875 0.0492472 -0.04598 0.714021	0.648422 0.0521637 -0.0426426 0.758294	0.697544 0.133323 -0.0685158 0.700687	
0.734317 0.00884516 -0.0397921 0.677582	0.713942 0.0163873 -0.0309077 0.69933	0.699114 0.0177126 -0.0279669 0.714244	0.704869 0.0103363 -0.0161866 0.709077	0.71148 0.00670535 -0.00735296 0.702636	0.774534 -0.0154371 -0.0085882 0.632286	0.815764 -0.0445982 0.0296695 0.575899	0.688606 0.0981434 0.303041 0.651426	0.908723 -0.197098 -0.075106 0.360185	0.929852 0.000959817 -0.150094 0.335926	0.808324 0.0911878 -0.0334476 0.58067	0.673522 -0.142151 -0.207402 0.695087	0.867095 0.22861 0.0623162 0.438178	0.893674 0.0739148 0.137765 0.4206	0.808921 0.0606723 0.130066 0.57013	0.713878 0.00594971 0.0323553 0.699497	0.653803 0.00326301 0.0327356 0.75595	0.725112 0.0324622 -0.0314562 0.687146	0.696151 0.0494031 -0.0461405 0.714706	0.648525 0.0522807 -0.0428525 0.758185	0.69752 0.133345 -0.0683109 0.700728	
0.734252 0.00902675 -0.0404152 0.677613	0.714215 0.0165345 -0.0316431 0.699015	0.699513 0.0178855 -0.0286801 0.71382	0.705104 0.0106081 -0.0165297 0.708832	0.711686 0.00698027 -0.00753811 0.702422	0.775221 -0.0158669 -0.00899032 0.631426	0.816606 -0.0453566 0.0291786 0.57467	0.688356 0.0986025 0.302754 0.651755	0.908685 -0.196785 -0.0753195 0.360408	0.929749 0.000613705 -0.150117 0.336203	0.808266 0.090549 -0.0337979 0.580831	0.67321 -0.141479 -0.207803 0.695406	0.866948 0.229146 0.0617642 0.438269	0.893596 0.074778 0.137092 0.420832	0.808221 0.0618287 0.129756 0.571068	0.71422 0.0059644 0.0324076 0.699146	0.652812 0.00321436 0.0327947 0.756803	0.724649 0.0324892 -0.0312679 0.687641	0.695525 0.049427 -0.0461255 0.715314	0.648639 0.0522596 -0.0428896 0.758088	0.697388 0.13292 -0.0684528 0.700926	
0.734232 0.00956873 -0.0411712 0.677582	0.714576 0.0170722 -0.0324673 0.698595	0.700061 0.0184329 -0.0294919 0.713236	0.705413 0.0109858 -0.0170331 0.708507	0.711918 0.00738319 -0.00795525 0.702179	0.775754 -0.0160628 -0.00925555 0.630763	0.817272 -0.045974 0.0289591 0.573685	0.688408 0.0989171 0.302513 0.651764	0.908754 -0.196597 -0.0755423 0.36029	0.929776 0.000336291 -0.150137 0.336117	0.808604 0.0907515 -0.0333735 0.580354	0.673128 -0.140778 -0.208225 0.695501	0.866884 0.229666 0.0612514 0.438195	0.893622 0.0753233 0.136564 0.420852	0.808088 0.0621144 0.129528 0.571278	0.713983 0.00658651 0.0316717 0.699415	0.652207 0.00388152 0.0321156 0.757351	0.724496 0.0323956 -0.0313054 0.687805	0.694903 0.0493691 -0.0461045 0.715924	0.648781 0.0521552 -0.0429276 0.757971	0.697408 0.132877 -0.0685312 0.700906	
0.734387 0.0104569 -0.0420464 0.677346	0.714945 0.0179914 -0.0333678 0.698152	0.700519 0.0193213 -0.0304362 0.712722	0.705855 0.0117084 -0.0179488 0.708032	0.712312 0.00813549 -0.00893936 0.701759	0.776056 -0.0159232 -0.00993093 0.630385	0.81788 -0.0461527 0.0289904 0.572802	0.689617 0.0990258 0.302198 0.650614	0.909203 -0.196443 -0.0757622 0.359194	0.930183 0.000107042 -0.149949 0.335075	0.808907 0.0914268 -0.0321381 0.579894	0.673499 -0.140023 -0.208749 0.695138	0.867122 0.230184 0.0607913 0.437514	0.893961 0.0756246 0.136071 0.420237	0.808841 0.0625955 0.128723 0.570341	0.713029 0.00806948 0.0299426 0.700448	0.652175 0.00554609 0.0305109 0.757434	0.724615 0.032629 -0.0315901 0.687656	0.694195 0.0494917 -0.0462965 0.716589	0.64882 0.0522447 -0.0431657 0.757918	0.697544 0.133444 -0.0682808 0.700688	
0.734435 0.0125615 -0.0435663 0.677163	0.715095 0.019981 -0.0350075 0.697864	0.700471 0.0211644 -0.0321615 0.712642	0.706251 0.0127239 -0.0193642 0.707582	0.712775 0.00904847 -0.0101054 0.701261	0.776682 -0.0147852 -0.0111268 0.629621	0.818746 -0.0452218 0.0281014 0.571682	0.690136 0.0988849 0.301976 0.650188	0.909818 -0.196613 -0.0759918 0.35749	0.93082 0.000144541 -0.14984 0.33335	0.809836 0.0913719 -0.0303341 0.578703	0.674607 -0.139098 -0.209075 0.69415	0.867957 0.230841 0.060417 0.43556	0.894973 0.0752329 0.135779 0.418243	0.811943 0.0612374 0.127601 0.566319	0.71211 0.0094517 0.0284942 0.701426	0.652167 0.00708228 0.0291736 0.757481	0.72466 0.0349767 -0.0312294 0.68751	0.693769 0.0509653 -0.0477713 0.716802	0.648898 0.0537759 -0.0445838 0.757662	0.697665 0.135851 -0.068328 0.7001	
0.734441 0.0130883 -0.0442012 0.677106	0.715456 0.0204346 -0.0356376 0.697449	0.700826 0.0216496 -0.0327699 0.71225	0.706622 0.0132863 -0.0201132 0.70718	0.713113 0.00964791 -0.0109229 0.700898	0.776773 -0.0146683 -0.0114551 0.629506	0.818378 -0.0458899 0.0286309 0.572129	0.690665 0.0978182 0.301937 0.649806	0.910206 -0.19646 -0.0762055 0.356539	0.931167 0.000358997 -0.149842 0.332378	0.81045 0.0914051 -0.0311267 0.577796	0.676138 -0.13856 -0.209925 0.69251	0.86835 0.231066 0.0599203 0.434726	0.895374 0.0756829 0.135006 0.417553	0.811233 0.0629991 0.125988 0.567503	0.711549 0.00909685 0.0287693 0.701989	0.65191 0.00671957 0.0294156 0.757696	0.724441 0.0360031 -0.0297812 0.687751	0.693477 0.0503598 -0.0471593 0.717168	0.648645 0.0531308 -0.0440141 0.757958	0.697813 0.133104 -0.0695565 0.700358	
0.734392 0.0133031 -0.0443923 0.677141	0.715903 0.0205864 -0.035931 0.69697	0.701431 0.0218103 -0.033084 0.711635	0.707007 0.0135663 -0.020445 0.70678	0.713405 0.00999524 -0.0113236 0.700589	0.777008 -0.0146753 -0.0117589 0.62921	0.818267 -0.0460384 0.0282965 0.572293	0.690771 0.0974062 0.301399 0.650005	0.910558 -0.196491 -0.0761818 0.35563	0.931517 0.00058325 -0.149691 0.331465	0.810933 0.0913791 -0.0314535 0.577103	0.676692 -0.137819 -0.210435 0.691962	0.868728 0.231371 0.0591495 0.433913	0.895827 0.0755938 0.134255 0.416839	0.810491 0.0629099 0.125033 0.568782	0.710554 0.00952149 0.028089 0.703018	0.652132 0.00724755 0.0287598 0.757525	0.724311 0.0354418 -0.0295536 0.687928	0.693042 0.0500866 -0.0471047 0.717611	0.648455 0.052839 -0.0439951 0.758141	0.697848 0.131593 -0.0698757 0.700577	
0.734415 0.0132249 -0.0441831 0.677132	0.716258 0.0204348 -0.0358815 0.696613	0.701968 0.0216414 -0.0330566 0.711112	0.707357 0.0135121 -0.0204517 0.706431	0.713698 0.00994947 -0.0113542 0.700291	0.777278 -0.014871 -0.0120504 0.628866	0.818299 -0.0460647 0.0276142 0.572279	0.690694 0.097074 0.300948 0.650345	0.91087 -0.196627 -0.0762456 0.35474	0.93185 0.000897592 -0.1497 0.330521	0.811304 0.0917539 -0.0316599 0.576511	0.67689 -0.137165 -0.21088 0.691763	0.869184 0.231472 0.0584029 0.433047	0.896299 0.0755519 0.133396 0.416108	0.810603 0.0625632 0.124339 0.568814	0.709711 0.0095609 0.0278453 0.703878	0.652372 0.00734952 0.0285089 0.757327	0.724286 0.0345549 -0.0298176 0.687987	0.692477 0.0497377 -0.0469697 0.71819	0.64841 0.0524505 -0.0439196 0.758211	0.697769 0.131015 -0.069773 0.700774	
0.73452 0.0131446 -0.0437979 0.677045	0.716494 0.020244 -0.0356097 0.69639	0.702203 0.021429 -0.0328062 0.710898	0.707729 0.0134292 -0.0205318 0.706058	0.714071 0.00987956 -0.0115334 0.699908	0.777472 -0.0149225 -0.0125191 0.628616	0.818308 -0.0458538 0.0269144 0.572315	0.691106 0.0967829 0.30075 0.650042	0.911156 -0.196701 -0.0765092 0.353908	0.932145 0.00116867 -0.149881 0.329606	0.811744 0.09213 -0.0316564 0.575831	0.677174 -0.136716 -0.211349 0.69143	0.86948 0.23134 0.0578179 0.4326	0.896555 0.0755172 0.132674 0.415793	0.811832 0.0622523 0.123855 0.567198	0.709047 0.00968534 0.0275096 0.704558	0.652506 0.00753148 0.0281755 0.757222	0.724381 0.0339907 -0.0302951 0.687894	0.69189 0.0494771 -0.0468876 0.718778	0.648411 0.0521495 -0.043896 0.758233	0.697804 0.13133 -0.0695117 0.700707	
0.734794 0.0128769 -0.0436054 0.676764	0.716802 0.0200012 -0.03542 0.696089	0.702384 0.0211566 -0.0326476 0.710734	0.70806 0.0133387 -0.0208038 0.70572	0.714428 0.00981914 -0.0119077 0.699539	0.77763 -0.0146862 -0.0129502 0.628418	0.818312 -0.0456959 0.0263331 0.572349	0.691934 0.0966869 0.300786 0.649158	0.9113 -0.196602 -0.0768924 0.353507	0.932265 0.00131694 -0.150178 0.329129	0.811994 0.0927181 -0.0319578 0.575368	0.677428 -0.136444 -0.211924 0.691059	0.869857 0.231143 0.0572901 0.432017	0.896872 0.0754915 0.131944 0.415345	0.813127 0.0618685 0.123165 0.565533	0.708671 0.00878598 0.0285305 0.704907	0.652349 0.00656536 0.0291218 0.75733	0.724417 0.0339161 -0.0306021 0.687846	0.691308 0.0490464 -0.046387 0.7194	0.648359 0.0516577 -0.0434601 0.758336	0.697859 0.132177 -0.0692434 0.700519	
0.735003 0.0129747 -0.0434814 0.676544	0.717013 0.0200055 -0.0354058 0.695873	0.702443 0.0210992 -0.0326944 0.710675	0.708237 0.0133027 -0.0211501 0.705532	0.71463 0.00979573 -0.0123032 0.699326	0.777805 -0.0143633 -0.0133808 0.628199	0.818465 -0.0454643 0.0256585 0.57218	0.692418 0.0965491 0.300731 0.648688	0.911451 -0.19655 -0.07733 0.353052	0.932401 0.00136568 -0.150497 0.328598	0.811968 0.093082 -0.0321978 0.575332	0.677572 -0.136471 -0.212404 0.690765	0.870168 0.231137 0.0567726 0.431462	0.897207 0.0750797 0.1315 0.414838	0.815297 0.0608681 0.122387 0.562678	0.708423 0.00829127 0.0291197 0.705138	0.652174 0.00603029 0.0296704 0.757465	0.724255 0.0340717 -0.0310135 0.687991	0.690966 0.0490638 -0.0463227 0.719732	0.648207 0.0516594 -0.0434092 0.758469	0.697875 0.133086 -0.0691615 0.70034	
0.735001 0.0125557 -0.0429732 0.676586	0.717215 0.0194492 -0.0350757 0.695697	0.702787 0.020518 -0.0324192 0.710365	0.708413 0.0130328 -0.0210977 0.705363	0.714736 0.00956213 -0.0123664 0.69922	0.777974 -0.0144661 -0.0133643 0.627988	0.818575 -0.0456835 0.0256318 0.572006	0.692288 0.0962319 0.300619 0.648927	0.911426 -0.196464 -0.0777172 0.35308	0.932359 0.00134511 -0.150846 0.328559	0.811729 0.092179 -0.0325771 0.575794	0.67763 -0.136669 -0.213066 0.690465	0.87079 0.231078 0.05619 0.430314	0.897789 0.0751432 0.130619 0.413844	0.815381 0.0619633 0.120951 0.562747	0.708161 0.0080436 0.0293066 0.705397	0.652066 0.00577585 0.0298365 0.757553	0.723808 0.0338576 -0.0308081 0.688482	0.690652 0.0486276 -0.045888 0.72009	0.647913 0.0511966 -0.0430031 0.758774	0.697624 0.132622 -0.0691122 0.700682	
0.734958 0.0125266 -0.0425318 0.676662	0.717265 0.0192573 -0.0348518 0.695662	0.702845 0.0202622 -0.0322343 0.710324	0.708438 0.0126624 -0.0208787 0.705351	0.714738 0.00914123 -0.012087 0.699228	0.778042 -0.0152027 -0.0133266 0.627887	0.818471 -0.0462951 0.0257895 0.572099	0.692078 0.0956934 0.300665 0.649208	0.91106 -0.196365 -0.0783023 0.353948	0.93198 0.00139785 -0.151614 0.329278	0.812151 0.0911538 -0.0331678 0.575327	0.677632 -0.136818 -0.213395 0.690331	0.870997 0.230654 0.0558027 0.430173	0.897864 0.0753549 0.129906 0.413868	0.815079 0.0625919 0.11991 0.563339	0.708152 0.00797399 0.0292117 0.70541	0.651892 0.00570725 0.0297377 0.757707	0.723468 0.0346237 -0.0298857 0.688841	0.690584 0.0476555 -0.0449294 0.720281	0.647831 0.0501709 -0.0421021 0.758964	0.697583 0.131403 -0.069865 0.700878	
0.735054 0.0123707 -0.0422555 0.676577	0.717433 0.0190424 -0.0346718 0.695504	0.703106 0.0200366 -0.0320693 0.710079	0.708509 0.0124551 -0.0208332 0.705284	0.71473 0.00898936 -0.0120617 0.699239	0.778111 -0.0155099 -0.0134492 0.627791	0.818682 -0.0466012 0.0257899 0.571772	0.692186 0.0957595 0.300321 0.649242	0.910858 -0.196396 -0.078675 0.354368	0.93179 0.00124478 -0.152039 0.329622	0.812163 0.0911083 -0.0338146 0.575281	0.677367 -0.136803 -0.213275 0.690632	0.870882 0.230492 0.0553721 0.430549	0.897741 0.0749868 0.129653 0.414281	0.815203 0.0610216 0.119607 0.563395	0.707557 0.0084486 0.0284663 0.706033	0.652261 0.00627643 0.0290226 0.757413	0.723503 0.0344757 -0.0296863 0.68882	0.690411 0.0467888 -0.0441423 0.720552	0.647699 0.0492571 -0.0413699 0.759176	0.697528 0.130733 -0.0699469 0.70105	
0.735293 0.0123648 -0.0423464 0.676312	0.717601 0.0190013 -0.0347706 0.695327	0.703278 0.0200359 -0.0321474 0.709905	0.708565 0.0125016 -0.0210802 0.70522	0.714754 0.00906067 -0.0124102 0.699207	0.778163 -0.0154043 -0.0136493 0.627725	0.8189 -0.0466287 0.0258983 0.571453	0.692296 0.0959666 0.299992 0.649247	0.910594 -0.196418 -0.0788809 0.354989	0.931536 0.00108972 -0.152345 0.330198	0.811328 0.0915592 -0.0343928 0.576351	0.677331 -0.137036 -0.21346 0.690564	0.870728 0.230203 0.0551233 0.431045	0.897537 0.0747575 0.129482 0.414817	0.815127 0.0604278 0.119771 0.563535	0.706825 0.00872004 0.0280489 0.706778	0.652587 0.00662057 0.0286173 0.757145	0.723725 0.034148 -0.0298699 0.688595	0.690185 0.0463411 -0.0436889 0.720825	0.647548 0.0487791 -0.0409489 0.759359	0.697518 0.130931 -0.0697447 0.701043	
0.735439 0.0126514 -0.0425313 0.676137	0.717685 0.0191327 -0.0349689 0.695227	0.70331 0.0202172 -0.032312 0.70986	0.708547 0.0126821 -0.0214704 0.705223	0.714753 0.00925595 -0.012928 0.699196	0.778202 -0.0151301 -0.0139307 0.627677	0.819023 -0.0465527 0.0257565 0.571288	0.692188 0.0959599 0.299808 0.649448	0.910448 -0.196696 -0.0790016 0.355181	0.931453 0.0010341 -0.152591 0.330319	0.810643 0.0919996 -0.0348957 0.577215	0.677352 -0.137221 -0.213675 0.690441	0.870957 0.230033 0.054871 0.430706	0.897744 0.0744196 0.129234 0.414508	0.814968 0.0604857 0.119956 0.56372	0.706172 0.00931831 0.0272983 0.707453	0.652808 0.00730674 0.0279041 0.756974	0.723851 0.0337028 -0.030354 0.688464	0.690136 0.0469017 -0.0444007 0.720792	0.647191 0.0493967 -0.0416072 0.759587	0.697523 0.131434 -0.0695418 0.700964	
0.735239 0.0127739 -0.0428543 0.676332	0.717455 0.0192479 -0.0352112 0.695448	0.703265 0.0203847 -0.0324976 0.709892	0.708512 0.0126765 -0.0217831 0.705248	0.714718 0.00926015 -0.0133243 0.699224	0.778235 -0.0148507 -0.0139771 0.627642	0.81915 -0.0465447 0.0256968 0.57111	0.692036 0.0959334 0.29941 0.649798	0.910371 -0.197036 -0.0790416 0.355183	0.931449 0.000881349 -0.1527 0.33028	0.810368 0.0917157 -0.0350186 0.577638	0.67716 -0.137166 -0.213688 0.690635	0.871152 0.22988 0.0547236 0.430412	0.897919 0.0741054 0.129098 0.414226	0.814817 0.0602395 0.119227 0.564118	0.705823 0.00956136 0.0271518 0.707803	0.652957 0.00757897 0.0277705 0.756847	0.72398 0.0336879 -0.0305715 0.688319	0.690192 0.047348 -0.0448662 0.72068	0.646938 0.0498867 -0.0420253 0.759747	0.697536 0.131978 -0.0692566 0.700877	
0.735028 0.0128978 -0.0430709 0.676544	0.71733 0.0193514 -0.0355144 0.695558	0.703239 0.0204295 -0.0328376 0.709901	0.708484 0.012604 -0.0219749 0.705272	0.714676 0.00913882 -0.0133936 0.699267	0.778278 -0.0148645 -0.0141675 0.627584	0.819236 -0.0466236 0.0255428 0.570987	0.691849 0.0957632 0.299076 0.650175	0.910363 -0.197374 -0.0791534 0.35499	0.931513 0.000568437 -0.152775 0.330065	0.810672 0.0913179 -0.0352074 0.577262	0.676893 -0.136975 -0.213848 0.690885	0.87124 0.229855 0.0545929 0.430263	0.898033 0.0736847 0.129119 0.414047	0.814779 0.0597254 0.118522 0.564376	0.705472 0.00998583 0.0267609 0.708162	0.65303 0.00804677 0.0274064 0.756793	0.723927 0.0334219 -0.0306689 0.688384	0.690085 0.0478189 -0.045362 0.720721	0.646828 0.0503858 -0.0424926 0.759783	0.697426 0.131994 -0.0691535 0.700994	
0.734936 0.0131557 -0.0431201 0.676636	0.717338 0.0194754 -0.0358148 0.695531	0.703258 0.0204492 -0.033226 0.709863	0.708451 0.0124936 -0.0221331 0.705302	0.714612 0.00900825 -0.0134039 0.699335	0.778258 -0.0151582 -0.0144931 0.627594	0.819276 -0.0465466 0.0253274 0.570945	0.691837 0.0955634 0.298727 0.650377	0.910289 -0.197659 -0.0793159 0.354983	0.931502 0.000209443 -0.152909 0.330034	0.811083 0.0912884 -0.0354053 0.576678	0.676711 -0.136749 -0.214018 0.691056	0.871313 0.22982 0.0545738 0.430138	0.898131 0.073242 0.12926 0.413871	0.814634 0.0591786 0.118422 0.564664	0.705156 0.0103832 0.0263648 0.708485	0.653018 0.00848311 0.0270361 0.756812	0.723888 0.0331299 -0.0308376 0.688432	0.689735 0.0476643 -0.0451846 0.721077	0.647035 0.050189 -0.0423628 0.759626	0.697545 0.131984 -0.0690627 0.700886	
0.734987 0.0135025 -0.0431906 0.676569	0.717466 0.0197412 -0.0360046 0.695382	0.703387 0.0206874 -0.033441 0.709718	0.708359 0.0125 -0.0224384 0.705385	0.714458 0.00903159 -0.0137898 0.699484	0.778191 -0.0153241 -0.014947 0.627662	0.819254 -0.0462482 0.0249405 0.571018	0.692431 0.0955225 0.298395 0.649903	0.910208 -0.197806 -0.0795528 0.355057	0.931453 -0.000189956 -0.153072 0.330096	0.811248 0.0910511 -0.0355934 0.576471	0.67677 -0.136693 -0.214196 0.690954	0.871375 0.229798 0.054721 0.430005	0.898212 0.0729215 0.129514 0.413672	0.81484 0.0588825 0.118656 0.564349	0.704908 0.0107774 0.0258912 0.708744	0.652871 0.00891417 0.0265903 0.75695	0.723893 0.0331405 -0.0308176 0.688426	0.689298 0.0473471 -0.0448067 0.721539	0.647268 0.0498121 -0.0420494 0.75947	0.697715 0.132294 -0.0688514 0.700679	
0.734921 0.0137014 -0.043635 0.676609	0.717315 0.0199598 -0.0363728 0.695513	0.703204 0.0209136 -0.0338021 0.709876	0.70825 0.012638 -0.0229208 0.705477	0.714375 0.00914907 -0.014328 0.699556	0.778024 -0.0151157 -0.0154924 0.627862	0.81915 -0.0459809 0.024196 0.571221	0.692974 0.0954944 0.298186 0.649425	0.910276 -0.198067 -0.0797497 0.354693	0.931575 -0.000617113 -0.153121 0.329729	0.811296 0.0905822 -0.0360552 0.576449	0.676778 -0.136685 -0.214409 0.690881	0.87135 0.229761 0.0549366 0.430047	0.898197 0.0726956 0.129823 0.413647	0.815114 0.0586632 0.119054 0.563892	0.704814 0.0110162 0.0257879 0.708837	0.652674 0.00915622 0.0265054 0.75712	0.724143 0.0331608 -0.031005 0.688154	0.689026 0.0473654 -0.0446147 0.721809	0.64737 0.049798 -0.0418822 0.759393	0.697782 0.13264 -0.068699 0.700562	
0.734856 0.0137469 -0.0441478 0.676645	0.717138 0.02009 -0.0368002 0.695669	0.70299 0.0210728 -0.0342007 0.710064	0.708153 0.0127282 -0.0233164 0.705559	0.714313 0.00920711 -0.0147201 0.699611	0.777858 -0.0150877 -0.0159762 0.628055	0.818982 -0.0459126 0.0234736 0.571498	0.693244 0.0954839 0.297904 0.649268	0.910132 -0.198396 -0.0799244 0.35484	0.931504 -0.000980245 -0.153319 0.329837	0.810867 0.0901276 -0.0361762 0.577116	0.676594 -0.136753 -0.214524 0.691013	0.871249 0.2297 0.0551852 0.430254	0.898089 0.0726066 0.130126 0.413801	0.815306 0.0585873 0.11931 0.563568	0.704808 0.0109358 0.0261298 0.708832	0.652463 0.00904445 0.0268432 0.757291	0.724359 0.0332047 -0.0312026 0.687915	0.688775 0.0473087 -0.0443252 0.72207	0.647473 0.0497049 -0.0416205 0.759326	0.697822 0.132891 -0.0684621 0.700498	
