Hips,Spine,Spine1,Spine2,Spine3,Neck,Head,RightShoulder,RightArm,RightForeArm,RightHand,LeftShoulder,LeftArm,LeftForeArm,LeftHand,RightUpLeg,RightLeg,RightFoot,LeftUpLeg,LeftLeg,LeftFoot
0.673799 0.074794 0.077505 0.731023,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.4367 -0.415663 -0.597187 0.529042,NaN NaN NaN NaN,-0.049215 0.066984 0.671398 0.73642,NaN NaN NaN NaN,-0.22591 0.712577 -0.655303 -0.108524,0.22759 0.116257 0.144 0.956008,NaN NaN NaN NaN,NaN NaN NaN NaN,0.199089 0.133423 -0.958095 0.156892,0.176526 0.129773 -0.975253 0.029654,NaN NaN NaN NaN,-0.188871 0.700863 0.200961 0.657825,0.68627 -0.383286 -0.562359 -0.256668,0.024971 0.520226 0.5511 0.651944,-0.021974 -0.720903 -0.074698 0.688649,-0.525039 -0.569342 -0.420337 0.472758,0.441005 0.301819 -0.843482 -0.054386
0.674275 0.075779 0.078244 0.730403,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.436137 -0.415604 -0.596945 0.529824,NaN NaN NaN NaN,-0.047876 0.066537 0.671438 0.736513,NaN NaN NaN NaN,-0.225969 0.712316 -0.655601 -0.10831,0.22813 0.116518 0.14382 0.955874,NaN NaN NaN NaN,NaN NaN NaN NaN,0.199511 0.133086 -0.957964 0.157446,0.176584 0.129996 -0.975191 0.030363,NaN NaN NaN NaN,-0.190563 0.70061 0.201915 0.657314,0.687085 -0.382018 -0.563067 -0.254817,0.024727 0.52019 0.551068 0.652008,-0.021483 -0.721149 -0.073564 0.688528,-0.525193 -0.569197 -0.420521 0.472599,0.441 0.30185 -0.843473 -0.054392
0.673919 0.076408 0.079209 0.730563,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435934 -0.415099 -0.59682 0.530528,NaN NaN NaN NaN,-0.046939 0.066127 0.671517 0.736538,NaN NaN NaN NaN,-0.226398 0.711927 -0.655987 -0.107627,0.22868 0.11663 0.143688 0.955749,NaN NaN NaN NaN,NaN NaN NaN NaN,0.19959 0.133354 -0.957815 0.15802,0.176577 0.130583 -0.975095 0.030952,NaN NaN NaN NaN,-0.192766 0.700173 0.203231 0.656731,0.687726 -0.380585 -0.564 -0.253162,0.024529 0.520226 0.551047 0.652005,-0.020797 -0.721266 -0.072277 0.688563,-0.524971 -0.5694 -0.420256 0.472837,0.441044 0.301823 -0.843457 -0.054436
0.67353 0.076915 0.080088 0.730771,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435623 -0.414486 -0.596739 0.531353,NaN NaN NaN NaN,-0.046348 0.065922 0.671673 0.736452,NaN NaN NaN NaN,-0.226728 0.712429 -0.655397 -0.107212,0.22942 0.116606 0.143709 0.955572,NaN NaN NaN NaN,NaN NaN NaN NaN,0.199622 0.134721 -0.957506 0.158691,0.176467 0.131744 -0.97494 0.03155,NaN NaN NaN NaN,-0.194818 0.699998 0.204096 0.656044,0.687772 -0.380639 -0.563916 -0.253145,0.024442 0.520297 0.551024 0.65197,-0.020695 -0.721253 -0.071506 0.68866,-0.524514 -0.56993 -0.419537 0.473343,0.441073 0.301793 -0.843453 -0.05443
0.67375 0.077412 0.080685 0.730451,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435392 -0.413725 -0.596834 0.532029,NaN NaN NaN NaN,-0.045995 0.065847 0.671887 0.736286,NaN NaN NaN NaN,-0.226845 0.713397 -0.654316 -0.107125,0.230435 0.116457 0.14381 0.955331,NaN NaN NaN NaN,NaN NaN NaN NaN,0.199436 0.136144 -0.957237 0.159337,0.176241 0.13295 -0.974798 0.032142,NaN NaN NaN NaN,-0.19637 0.69977 0.204572 0.655676,0.68774 -0.380545 -0.564029 -0.253121,0.024402 0.520333 0.551071 0.651905,-0.020773 -0.721311 -0.070865 0.688664,-0.524569 -0.570015 -0.419381 0.473319,0.441045 0.301714 -0.843495 -0.054441
0.673663 0.07772 0.080955 0.730469,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435046 -0.412745 -0.597187 0.532676,NaN NaN NaN NaN,-0.045691 0.065918 0.672289 0.735932,NaN NaN NaN NaN,-0.22689 0.714081 -0.653564 -0.107062,0.231533 0.116281 0.143936 0.955067,NaN NaN NaN NaN,NaN NaN NaN NaN,0.199181 0.13707 -0.957068 0.159872,0.175855 0.134071 -0.974695 0.032693,NaN NaN NaN NaN,-0.196974 0.700029 0.204092 0.655368,0.688068 -0.379421 -0.564894 -0.251987,0.024397 0.520344 0.551091 0.651878,-0.020685 -0.721415 -0.070121 0.688633,-0.524918 -0.569727 -0.419686 0.473007,0.441033 0.301651 -0.843523 -0.054451
0.67326 0.077887 0.081058 0.73081,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.43462 -0.412192 -0.59741 0.533202,NaN NaN NaN NaN,-0.045481 0.066038 0.672768 0.735496,NaN NaN NaN NaN,-0.227107 0.714691 -0.652854 -0.106868,0.232512 0.11615 0.144156 0.954812,NaN NaN NaN NaN,NaN NaN NaN NaN,0.1988 0.138495 -0.95684 0.160486,0.175412 0.13497 -0.974632 0.033252,NaN NaN NaN NaN,-0.197199 0.7003 0.203216 0.655283,0.688171 -0.378973 -0.565276 -0.251521,0.02435 0.520388 0.551066 0.651867,-0.020892 -0.721483 -0.0697 0.688598,-0.524988 -0.569808 -0.419529 0.472972,0.440985 0.301618 -0.84356 -0.054454
0.673224 0.077917 0.081003 0.730847,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.43441 -0.411409 -0.5979 0.533429,NaN NaN NaN NaN,-0.045283 0.066179 0.673186 0.735112,NaN NaN NaN NaN,-0.227395 0.715732 -0.651637 -0.106715,0.233214 0.116132 0.144457 0.954598,NaN NaN NaN NaN,NaN NaN NaN NaN,0.198191 0.140575 -0.956534 0.16125,0.174918 0.135938 -0.974565 0.033874,NaN NaN NaN NaN,-0.19738 0.700359 0.202574 0.655364,0.687758 -0.379952 -0.564725 -0.252411,0.024231 0.520455 0.551005 0.651869,-0.021938 -0.721553 -0.070016 0.688461,-0.52504 -0.569981 -0.419289 0.472919,0.440975 0.301561 -0.843586 -0.054452
0.673463 0.0777 0.080731 0.730679,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.434076 -0.411041 -0.598116 0.533742,NaN NaN NaN NaN,-0.044966 0.066366 0.673515 0.734813,NaN NaN NaN NaN,-0.227593 0.716425 -0.650802 -0.106739,0.233499 0.116164 0.144828 0.954468,NaN NaN NaN NaN,NaN NaN NaN NaN,0.197324 0.14354 -0.956106 0.162236,0.174435 0.137029 -0.974478 0.034477,NaN NaN NaN NaN,-0.197369 0.700499 0.201995 0.655397,0.687121 -0.381131 -0.564165 -0.253619,0.023997 0.520434 0.550982 0.651913,-0.023731 -0.721487 -0.071126 0.688356,-0.525469 -0.569819 -0.419436 0.472506,0.440881 0.301441 -0.843674 -0.054504
0.673794 0.077371 0.080349 0.730452,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.433931 -0.410877 -0.598122 0.53398,NaN NaN NaN NaN,-0.04472 0.066392 0.673711 0.734646,NaN NaN NaN NaN,-0.228029 0.716371 -0.650752 -0.106476,0.233409 0.116298 0.145155 0.954424,NaN NaN NaN NaN,NaN NaN NaN NaN,0.196222 0.146328 -0.955752 0.163166,0.173933 0.13777 -0.974445 0.034966,NaN NaN NaN NaN,-0.197684 0.700515 0.201868 0.655324,0.686633 -0.381774 -0.564025 -0.254282,0.023645 0.520345 0.550933 0.652039,-0.024847 -0.721535 -0.0718 0.688196,-0.52613 -0.569436 -0.419878 0.471839,0.4408 0.301314 -0.843757 -0.054591
0.67403 0.07705 0.079979 0.730308,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.433947 -0.410737 -0.59819 0.533998,NaN NaN NaN NaN,-0.044376 0.066344 0.673769 0.734619,NaN NaN NaN NaN,-0.22864 0.716185 -0.65081 -0.106057,0.233149 0.116515 0.145485 0.954411,NaN NaN NaN NaN,NaN NaN NaN NaN,0.195688 0.147431 -0.95561 0.163646,0.173489 0.138218 -0.974449 0.035293,NaN NaN NaN NaN,-0.197551 0.700836 0.20122 0.655219,0.686169 -0.382698 -0.563549 -0.2552,0.023274 0.520177 0.550921 0.652196,-0.025124 -0.721656 -0.071934 0.688046,-0.526663 -0.56918 -0.420201 0.471266,0.440766 0.301295 -0.843779 -0.054616
0.674226 0.076815 0.079608 0.730193,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.434087 -0.410581 -0.598274 0.53391,NaN NaN NaN NaN,-0.043986 0.066277 0.673707 0.734705,NaN NaN NaN NaN,-0.228923 0.716243 -0.650652 -0.106035,0.232714 0.116774 0.145692 0.954454,NaN NaN NaN NaN,NaN NaN NaN NaN,0.195187 0.147195 -0.955732 0.163743,0.173043 0.138213 -0.974521 0.035534,NaN NaN NaN NaN,-0.197827 0.700907 0.200931 0.655149,0.685776 -0.383529 -0.563024 -0.256166,0.022951 0.519929 0.550911 0.652414,-0.025578 -0.721647 -0.072364 0.687994,-0.526908 -0.569258 -0.420094 0.470992,0.440821 0.301266 -0.843759 -0.054644
0.674657 0.076845 0.079377 0.729817,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.433964 -0.410603 -0.598211 0.534064,NaN NaN NaN NaN,-0.043646 0.066281 0.673572 0.734848,NaN NaN NaN NaN,-0.229245 0.715936 -0.650865 -0.106097,0.232317 0.117059 0.146043 0.954462,NaN NaN NaN NaN,NaN NaN NaN NaN,0.194612 0.146715 -0.955922 0.163747,0.172663 0.138018 -0.974611 0.035664,NaN NaN NaN NaN,-0.198506 0.700813 0.200843 0.655072,0.68563 -0.383532 -0.563135 -0.256309,0.022675 0.519675 0.550927 0.652613,-0.025746 -0.721575 -0.072552 0.688042,-0.526961 -0.5695 -0.419821 0.470884,0.440899 0.301199 -0.843741 -0.054667
0.674743 0.076945 0.079325 0.729732,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.433928 -0.410612 -0.598053 0.534263,NaN NaN NaN NaN,-0.043437 0.066164 0.673433 0.734999,NaN NaN NaN NaN,-0.229671 0.71548 -0.651217 -0.106096,0.232034 0.11723 0.14635 0.954463,NaN NaN NaN NaN,NaN NaN NaN NaN,0.194269 0.146805 -0.955977 0.163753,0.17234 0.138105 -0.974653 0.035744,NaN NaN NaN NaN,-0.199268 0.700936 0.20068 0.654758,0.685813 -0.382815 -0.563625 -0.255813,0.022555 0.519503 0.550941 0.652742,-0.025942 -0.721632 -0.072725 0.687957,-0.527063 -0.569698 -0.419592 0.470734,0.440897 0.301134 -0.843765 -0.054668
0.674881 0.077117 0.079392 0.729579,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.434112 -0.410377 -0.598027 0.534323,NaN NaN NaN NaN,-0.043324 0.066024 0.673315 0.735127,NaN NaN NaN NaN,-0.229899 0.715538 -0.651029 -0.106367,0.232022 0.117471 0.146541 0.954407,NaN NaN NaN NaN,NaN NaN NaN NaN,0.194274 0.146074 -0.956119 0.163573,0.17198 0.138503 -0.974658 0.035799,NaN NaN NaN NaN,-0.200116 0.70082 0.200786 0.654592,0.686086 -0.381893 -0.564267 -0.25504,0.022607 0.519481 0.550963 0.652738,-0.025821 -0.721734 -0.072486 0.68788,-0.526956 -0.570004 -0.419235 0.470802,0.440913 0.301013 -0.843795 -0.054738
0.675068 0.077238 0.079486 0.729383,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.434272 -0.410295 -0.597778 0.534535,NaN NaN NaN NaN,-0.043096 0.065888 0.673361 0.73511,NaN NaN NaN NaN,-0.23022 0.715537 -0.65089 -0.106524,0.232258 0.117793 0.146547 0.954309,NaN NaN NaN NaN,NaN NaN NaN NaN,0.194481 0.144829 -0.956326 0.163226,0.171684 0.138833 -0.974668 0.035678,NaN NaN NaN NaN,-0.200779 0.700792 0.200625 0.654468,0.686393 -0.380952 -0.564912 -0.254194,0.022774 0.519556 0.550905 0.652722,-0.025719 -0.721861 -0.072225 0.687778,-0.526854 -0.570255 -0.419075 0.470755,0.440916 0.30104 -0.843786 -0.054707
0.674874 0.077319 0.079621 0.729539,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.434546 -0.40994 -0.597684 0.534689,NaN NaN NaN NaN,-0.043 0.06585 0.673485 0.735006,NaN NaN NaN NaN,-0.23065 0.715361 -0.650944 -0.106445,0.23249 0.118148 0.14641 0.954229,NaN NaN NaN NaN,NaN NaN NaN NaN,0.19484 0.143726 -0.956487 0.162828,0.171423 0.138982 -0.974703 0.035385,NaN NaN NaN NaN,-0.201391 0.700795 0.200559 0.654296,0.686684 -0.380607 -0.565016 -0.253695,0.022908 0.519599 0.550883 0.652702,-0.025802 -0.721933 -0.071967 0.687727,-0.526993 -0.570162 -0.419328 0.470487,0.440871 0.301094 -0.843793 -0.054671
0.674609 0.077398 0.079761 0.72976,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.434916 -0.409564 -0.597708 0.53465,NaN NaN NaN NaN,-0.042912 0.065852 0.673774 0.734745,NaN NaN NaN NaN,-0.23101 0.715413 -0.650744 -0.10654,0.232566 0.118524 0.146234 0.954191,NaN NaN NaN NaN,NaN NaN NaN NaN,0.195014 0.142749 -0.956672 0.162393,0.171177 0.13901 -0.974756 0.035014,NaN NaN NaN NaN,-0.201847 0.700696 0.200649 0.654235,0.687059 -0.379987 -0.565315 -0.252941,0.022988 0.519602 0.550863 0.652714,-0.025905 -0.722053 -0.071651 0.68763,-0.527136 -0.570022 -0.419629 0.470227,0.440856 0.301086 -0.843797 -0.05477
0.674451 0.077492 0.079808 0.729891,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435104 -0.409487 -0.597542 0.534742,NaN NaN NaN NaN,-0.042943 0.066055 0.674099 0.734427,NaN NaN NaN NaN,-0.231179 0.715613 -0.650399 -0.106936,0.232442 0.11892 0.146146 0.954186,NaN NaN NaN NaN,NaN NaN NaN NaN,0.194955 0.142168 -0.956823 0.16208,0.171025 0.139055 -0.97479 0.034614,NaN NaN NaN NaN,-0.202321 0.700693 0.200745 0.654062,0.687615 -0.37922 -0.565627 -0.251882,0.023014 0.519547 0.550838 0.652778,-0.026282 -0.722066 -0.071601 0.687606,-0.527089 -0.570021 -0.419711 0.470209,0.440892 0.301195 -0.843736 -0.054817
0.674258 0.077742 0.079928 0.73003,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435232 -0.409514 -0.597364 0.534815,NaN NaN NaN NaN,-0.042964 0.066406 0.674425 0.734095,NaN NaN NaN NaN,-0.231423 0.715386 -0.650509 -0.107255,0.232235 0.119404 0.146109 0.954181,NaN NaN NaN NaN,NaN NaN NaN NaN,0.195152 0.141981 -0.956848 0.161861,0.171013 0.139073 -0.974802 0.034278,NaN NaN NaN NaN,-0.202922 0.700692 0.201145 0.653754,0.687748 -0.379286 -0.565431 -0.25186,0.022927 0.519443 0.550845 0.652857,-0.026315 -0.722152 -0.071302 0.687546,-0.52704 -0.569949 -0.419898 0.470183,0.440967 0.301285 -0.843657 -0.054933
0.67382 0.077935 0.080066 0.730398,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435497 -0.409498 -0.597192 0.534804,NaN NaN NaN NaN,-0.04295 0.066681 0.674744 0.733777,NaN NaN NaN NaN,-0.231821 0.714904 -0.650874 -0.107398,0.23202 0.119849 0.146059 0.954186,NaN NaN NaN NaN,NaN NaN NaN NaN,0.195551 0.141505 -0.956882 0.161594,0.171138 0.138759 -0.974837 0.033916,NaN NaN NaN NaN,-0.203512 0.700418 0.20168 0.653699,0.688069 -0.379098 -0.565365 -0.251412,0.022795 0.519361 0.550826 0.652944,-0.026457 -0.722268 -0.071284 0.687421,-0.527096 -0.569878 -0.420143 0.469989,0.441048 0.301332 -0.843591 -0.05505
0.673544 0.078135 0.080257 0.730611,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435668 -0.409571 -0.596937 0.534894,NaN NaN NaN NaN,-0.042832 0.066927 0.674924 0.733597,NaN NaN NaN NaN,-0.232317 0.714541 -0.651083 -0.107478,0.231836 0.120293 0.145949 0.954191,NaN NaN NaN NaN,NaN NaN NaN NaN,0.195954 0.141048 -0.956913 0.161324,0.171342 0.138294 -0.974879 0.033571,NaN NaN NaN NaN,-0.203788 0.700191 0.201985 0.653762,0.688296 -0.379283 -0.564996 -0.251343,0.022762 0.519321 0.550761 0.653031,-0.026777 -0.72225 -0.071536 0.687402,-0.526974 -0.569993 -0.420142 0.469987,0.441049 0.30138 -0.843566 -0.055158
0.673501 0.078188 0.080313 0.730639,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.435826 -0.409744 -0.596631 0.534974,NaN NaN NaN NaN,-0.042631 0.067165 0.675008 0.733509,NaN NaN NaN NaN,-0.232704 0.714288 -0.651181 -0.107723,0.231568 0.120755 0.145889 0.954207,NaN NaN NaN NaN,NaN NaN NaN NaN,0.196254 0.140909 -0.956894 0.161193,0.171564 0.137526 -0.974962 0.033195,NaN NaN NaN NaN,-0.204355 0.699824 0.202423 0.653842,0.688475 -0.379336 -0.564758 -0.251306,0.022751 0.519258 0.550727 0.65311,-0.026753 -0.72236 -0.071392 0.687302,-0.526771 -0.570282 -0.419982 0.470007,0.44109 0.301502 -0.843501 -0.055164
0.673498 0.078242 0.080287 0.730639,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.436147 -0.409913 -0.596344 0.534902,NaN NaN NaN NaN,-0.042422 0.067402 0.675016 0.733492,NaN NaN NaN NaN,-0.232993 0.714017 -0.651322 -0.108044,0.231067 0.1212 0.145904 0.95427,NaN NaN NaN NaN,NaN NaN NaN NaN,0.196557 0.140462 -0.956911 0.16111,0.171789 0.136873 -0.975022 0.03297,NaN NaN NaN NaN,-0.204737 0.699898 0.202176 0.65372,0.688936 -0.378419 -0.565205 -0.25042,0.022803 0.519253 0.550729 0.653111,-0.026725 -0.722394 -0.071198 0.687287,-0.526824 -0.570495 -0.420123 0.469562,0.440926 0.301614 -0.843557 -0.055
0.673356 0.078234 0.080301 0.730769,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.436206 -0.410599 -0.595766 0.534973,NaN NaN NaN NaN,-0.042319 0.067701 0.67491 0.733568,NaN NaN NaN NaN,-0.233196 0.71354 -0.651717 -0.108375,0.230313 0.121643 0.145973 0.954385,NaN NaN NaN NaN,NaN NaN NaN NaN,0.196861 0.13972 -0.956975 0.161005,0.172027 0.136196 -0.975077 0.032894,NaN NaN NaN NaN,-0.204849 0.700028 0.201418 0.65378,0.689061 -0.377753 -0.565632 -0.250114,0.022957 0.519234 0.550766 0.653089,-0.026452 -0.722492 -0.070912 0.687224,-0.52712 -0.570593 -0.420438 0.468828,0.44067 0.301713 -0.843672 -0.054741
0.672894 0.07806 0.08034 0.731209,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.436807 -0.410251 -0.595842 0.534664,NaN NaN NaN NaN,-0.042381 0.068136 0.674696 0.733721,NaN NaN NaN NaN,-0.233386 0.712991 -0.652198 -0.108686,0.229604 0.12201 0.146045 0.954498,NaN NaN NaN NaN,NaN NaN NaN NaN,0.197238 0.138891 -0.957036 0.1609,0.172336 0.13557 -0.975107 0.032964,NaN NaN NaN NaN,-0.205003 0.700304 0.200689 0.653661,0.689185 -0.377026 -0.566119 -0.249769,0.023035 0.519242 0.550833 0.653024,-0.025808 -0.722598 -0.070533 0.687177,-0.527927 -0.570416 -0.421055 0.46758,0.440472 0.301731 -0.843779 -0.054591
0.672507 0.077547 0.080336 0.731619,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.437121 -0.410385 -0.595526 0.534658,NaN NaN NaN NaN,-0.042443 0.068568 0.674511 0.733848,NaN NaN NaN NaN,-0.233684 0.712379 -0.652741 -0.108799,0.229185 0.122298 0.146037 0.954563,NaN NaN NaN NaN,NaN NaN NaN NaN,0.197553 0.137848 -0.957134 0.160825,0.172583 0.134982 -0.97514 0.033108,NaN NaN NaN NaN,-0.204985 0.700514 0.200008 0.65365,0.689087 -0.376847 -0.566274 -0.249957,0.023011 0.519266 0.550855 0.652987,-0.02488 -0.722612 -0.070361 0.687213,-0.528125 -0.5708 -0.420949 0.466983,0.440436 0.301673 -0.843825 -0.054487
0.672416 0.076964 0.080203 0.731779,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.43743 -0.410669 -0.595165 0.534588,NaN NaN NaN NaN,-0.04255 0.068941 0.674367 0.733938,NaN NaN NaN NaN,-0.234011 0.712083 -0.652939 -0.108844,0.228962 0.122538 0.146005 0.954591,NaN NaN NaN NaN,NaN NaN NaN NaN,0.197661 0.137563 -0.957126 0.160986,0.172793 0.134439 -0.975173 0.033254,NaN NaN NaN NaN,-0.204912 0.700374 0.200051 0.653809,0.688879 -0.377532 -0.565777 -0.250621,0.022818 0.519239 0.550855 0.653016,-0.024423 -0.722474 -0.070915 0.687318,-0.527642 -0.571924 -0.41985 0.467143,0.440425 0.301616 -0.843858 -0.054384
0.672013 0.076329 0.079946 0.732244,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.438006 -0.410715 -0.595067 0.53419,NaN NaN NaN NaN,-0.042686 0.069265 0.674254 0.734004,NaN NaN NaN NaN,-0.234149 0.712222 -0.652713 -0.108998,0.228681 0.122676 0.145982 0.954644,NaN NaN NaN NaN,NaN NaN NaN NaN,0.197574 0.138083 -0.95701 0.161335,0.173009 0.133826 -0.975213 0.033432,NaN NaN NaN NaN,-0.204301 0.700114 0.199939 0.654314,0.689742 -0.37675 -0.565453 -0.250155,0.02243 0.519219 0.55076 0.653124,-0.024405 -0.722394 -0.071799 0.687311,-0.52758 -0.572602 -0.419249 0.466923,0.440487 0.301447 -0.843886 -0.054385
0.671889 0.075684 0.079348 0.732489,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.437648 -0.411756 -0.594422 0.534401,NaN NaN NaN NaN,-0.042676 0.069867 0.674214 0.733984,NaN NaN NaN NaN,-0.234046 0.712333 -0.652568 -0.109362,0.228167 0.122833 0.145956 0.954751,NaN NaN NaN NaN,NaN NaN NaN NaN,0.197563 0.137878 -0.95701 0.161528,0.173141 0.133116 -0.975279 0.033668,NaN NaN NaN NaN,-0.203411 0.69963 0.199889 0.655123,0.690127 -0.377609 -0.56408 -0.250899,0.021715 0.519273 0.550542 0.65329,-0.024429 -0.72244 -0.072505 0.687188,-0.528082 -0.572507 -0.419611 0.466146,0.440601 0.301281 -0.843888 -0.054347
0.672135 0.075171 0.078732 0.732384,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.437647 -0.412686 -0.593962 0.534195,NaN NaN NaN NaN,-0.0425 0.070757 0.674123 0.733993,NaN NaN NaN NaN,-0.233742 0.712225 -0.652695 -0.109951,0.227331 0.123005 0.145945 0.954929,NaN NaN NaN NaN,NaN NaN NaN NaN,0.197539 0.136292 -0.957248 0.161488,0.173087 0.132175 -0.975406 0.033976,NaN NaN NaN NaN,-0.202649 0.699619 0.199272 0.655558,0.689527 -0.379594 -0.562478 -0.253138,0.02114 0.519371 0.550307 0.653429,-0.024772 -0.722454 -0.073135 0.687094,-0.528419 -0.572511 -0.419815 0.465574,0.440698 0.301039 -0.843918 -0.054443
0.672099 0.074553 0.0782 0.732537,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.437642 -0.413131 -0.593895 0.53393,NaN NaN NaN NaN,-0.04247 0.071663 0.673908 0.734104,NaN NaN NaN NaN,-0.233603 0.711552 -0.65342 -0.110294,0.226533 0.123223 0.145916 0.955096,NaN NaN NaN NaN,NaN NaN NaN NaN,0.19723 0.134811 -0.957521 0.161494,0.172869 0.131279 -0.975554 0.034286,NaN NaN NaN NaN,-0.201971 0.699745 0.198475 0.655875,0.689599 -0.380207 -0.561521 -0.254144,0.020656 0.519455 0.550126 0.65353,-0.02479 -0.722553 -0.073187 0.686984,-0.528269 -0.57288 -0.419603 0.465482,0.440779 0.300914 -0.843914 -0.054539
0.671966 0.074018 0.077835 0.732751,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.437312 -0.41407 -0.593446 0.533972,NaN NaN NaN NaN,-0.042717 0.072384 0.673562 0.734337,NaN NaN NaN NaN,-0.233896 0.710539 -0.654456 -0.110067,0.225907 0.123345 0.145834 0.955241,NaN NaN NaN NaN,NaN NaN NaN NaN,0.196612 0.134455 -0.957661 0.16171,0.172605 0.130384 -0.975711 0.034566,NaN NaN NaN NaN,-0.201375 0.700178 0.197206 0.655979,0.690028 -0.378976 -0.562106 -0.253526,0.02025 0.519505 0.550005 0.653604,-0.024229 -0.722821 -0.072328 0.686813,-0.528251 -0.573002 -0.419641 0.465318,0.440913 0.300879 -0.843847 -0.05468
0.672107 0.07375 0.077713 0.732662,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.437259 -0.414633 -0.593155 0.533902,NaN NaN NaN NaN,-0.043157 0.073163 0.672983 0.734765,NaN NaN NaN NaN,-0.234072 0.710469 -0.654493 -0.109921,0.225418 0.123442 0.145621 0.955376,NaN NaN NaN NaN,NaN NaN NaN NaN,0.196111 0.134066 -0.957793 0.161859,0.17227 0.129602 -0.975869 0.034741,NaN NaN NaN NaN,-0.200652 0.700961 0.195445 0.655891,0.690269 -0.378152 -0.562496 -0.253235,0.019962 0.51958 0.549902 0.65364,-0.024188 -0.723019 -0.07201 0.686638,-0.528173 -0.573097 -0.419705 0.465232,0.441068 0.300814 -0.843778 -0.054853
0.672132 0.073503 0.077651 0.732671,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.437451 -0.414886 -0.593011 0.533708,NaN NaN NaN NaN,-0.043788 0.074004 0.67232 0.73525,NaN NaN NaN NaN,-0.233975 0.710501 -0.654481 -0.109993,0.224996 0.123358 0.145455 0.955512,NaN NaN NaN NaN,NaN NaN NaN NaN,0.195711 0.13323 -0.957986 0.161893,0.171786 0.12905 -0.976026 0.034774,NaN NaN NaN NaN,-0.200079 0.701691 0.193962 0.655726,0.690029 -0.378422 -0.562237 -0.254059,0.019719 0.51966 0.549814 0.653659,-0.02392 -0.723369 -0.071552 0.686327,-0.527994 -0.573353 -0.419568 0.465243,0.441221 0.300756 -0.843709 -0.054999
0.671975 0.073256 0.077557 0.732849,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.437479 -0.415128 -0.592835 0.533693,NaN NaN NaN NaN,-0.044589 0.074885 0.671692 0.735686,NaN NaN NaN NaN,-0.233911 0.709889 -0.655192 -0.109854,0.224721 0.123163 0.145274 0.955629,NaN NaN NaN NaN,NaN NaN NaN NaN,0.195174 0.13264 -0.958173 0.161918,0.17118 0.128735 -0.976176 0.034714,NaN NaN NaN NaN,-0.19998 0.702074 0.193399 0.655513,0.690227 -0.378046 -0.562282 -0.253981,0.019504 0.519718 0.549723 0.653696,-0.023968 -0.723736 -0.071487 0.685946,-0.5279 -0.573533 -0.419523 0.465169,0.441484 0.300677 -0.843592 -0.055115
