Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-0.240308 36.6924 8.30152	0.0302354 39.2638 10.3293	0.161965 42.833 11.059	0.243019 46.4675 11.3289	0.279832 50.1127 11.3367	0.263754 59.7074 10.1618	0.458954 64.7127 10.3442	1.44531 56.6822 9.41564	6.25435 59.8353 11.1574	17.7547 54.6261 11.1549	26.5665 53.7347 8.56973	-0.973132 56.6871 9.48895	-6.22028 59.5558 10.0729	-17.4096 53.8452 11.3305	-26.2059 51.578 9.71495	3.28489 35.5048 7.92349	4.13821 19.3228 7.83139	4.92101 3.27274 10.2421	-3.8631 35.7919 8.51309	-3.76192 19.599 9.12369	-3.40188 3.54711 11.6209	
-0.240402 36.692 8.27282	0.0292201 39.2618 10.3028	0.160916 42.8304 11.0356	0.242442 46.4647 11.3073	0.281207 50.1099 11.3184	0.270608 59.7058 10.1533	0.466858 64.711 10.3382	1.44994 56.6806 9.40354	6.25893 59.831 11.1503	17.7588 54.6208 11.1359	26.5689 53.7313 8.54442	-0.968471 56.687 9.47795	-6.21359 59.5576 10.0701	-17.4068 53.8558 11.3332	-26.2067 51.5952 9.72811	3.28485 35.5041 7.89621	4.14085 19.3222 7.82192	4.91981 3.27299 10.2397	-3.86348 35.792 8.4813	-3.75924 19.6001 9.11936	-3.40189 3.54876 11.6205	
-0.239803 36.6916 8.25122	0.0289561 39.2602 10.2828	0.160629 42.8283 11.0177	0.242707 46.4626 11.29	0.283491 50.1078 11.303	0.277992 59.7044 10.1435	0.474638 64.7094 10.331	1.45512 56.6789 9.39129	6.26483 59.8266 11.141	17.7635 54.6137 11.1135	26.5718 53.7247 8.51584	-0.963245 56.6866 9.46699	-6.20583 59.561 10.0636	-17.4006 53.864 11.3344	-26.2038 51.6144 9.73199	3.28581 35.505 7.8741	4.14387 19.3231 7.81147	4.92115 3.27496 10.2369	-3.86263 35.7904 8.45892	-3.75551 19.5991 9.11227	-3.3966 3.54885 11.6198	
-0.236305 36.6884 8.22822	0.0295877 39.2572 10.2599	0.161618 42.8249 10.9969	0.245034 46.4589 11.2725	0.286978 50.1041 11.2872	0.285851 59.701 10.1305	0.483167 64.7059 10.3208	1.46186 56.6752 9.37772	6.27313 59.8201 11.1282	17.7711 54.6059 11.0912	26.5775 53.7145 8.4878	-0.956513 56.684 9.45284	-6.19506 59.5648 10.0539	-17.3921 53.8734 11.3292	-26.1995 51.6311 9.73909	3.28989 35.502 7.85584	4.1464 19.32 7.80538	4.92085 3.27244 10.2355	-3.85934 35.7869 8.43123	-3.75162 19.5963 9.10002	-3.39465 3.54818 11.6215	
-0.229109 36.6861 8.21551	0.0339459 39.2554 10.247	0.165428 42.823 10.9844	0.249042 46.457 11.2606	0.291764 50.1021 11.2755	0.293804 59.699 10.1187	0.496433 64.7037 10.3102	1.46992 56.673 9.36707	6.28209 59.8145 11.1211	17.7787 54.5975 11.0747	26.5809 53.7003 8.45884	-0.948527 56.6823 9.43981	-6.1849 59.5667 10.0425	-17.388 53.8879 11.3206	-26.1982 51.6473 9.7438	3.29801 35.5016 7.84574	4.15074 19.3194 7.79572	4.92127 3.2728 10.2332	-3.85177 35.7826 8.41618	-3.74489 19.5923 9.09105	-3.39382 3.54507 11.6193	
-0.224506 36.686 8.19841	0.036935 39.2548 10.2307	0.16827 42.8221 10.9698	0.252125 46.4559 11.2486	0.295695 50.101 11.2642	0.299762 59.6978 10.1071	0.505518 64.7023 10.2998	1.47552 56.6716 9.35587	6.29002 59.8112 11.1068	17.7849 54.5903 11.0547	26.5847 53.6869 8.43295	-0.942946 56.6813 9.428	-6.17998 59.5649 10.0287	-17.3862 53.8945 11.3168	-26.1986 51.6611 9.74227	3.303 35.5021 7.83055	4.1491 19.3195 7.80761	4.91878 3.27042 10.2292	-3.84717 35.782 8.3966	-3.74225 19.5921 9.08184	-3.39779 3.54605 11.6186	
-0.225002 36.6889 8.18022	0.0370787 39.2562 10.2143	0.169239 42.8231 10.9551	0.253596 46.4568 11.2356	0.298218 50.1018 11.2518	0.305303 59.6988 10.0954	0.51158 64.7032 10.289	1.47944 56.6721 9.3433	6.29584 59.8111 11.0903	17.7897 54.5879 11.0372	26.5877 53.6783 8.41189	-0.938978 56.6828 9.41689	-6.1743 59.5696 10.0172	-17.3846 53.9084 11.3107	-26.1984 51.6791 9.73849	3.30227 35.5047 7.81112	4.14456 19.3218 7.82156	4.91436 3.2707 10.2292	-3.84779 35.7853 8.37817	-3.74245 19.5959 9.07487	-3.40043 3.55105 11.6195	
-0.224902 36.6914 8.16451	0.038111 39.2578 10.1996	0.170964 42.8245 10.9413	0.255395 46.4581 11.2222	0.301102 50.1032 11.2383	0.311288 59.7001 10.0819	0.517348 64.7045 10.2761	1.48331 56.673 9.3286	6.30105 59.811 11.0735	17.7917 54.5806 11.0214	26.5883 53.6683 8.39239	-0.935022 56.6847 9.40463	-6.16863 59.5745 10.0054	-17.3816 53.9189 11.3004	-26.1976 51.6976 9.72871	3.30231 35.5079 7.79255	4.14073 19.3249 7.83258	4.91246 3.27239 10.2305	-3.84742 35.7872 8.3644	-3.74489 19.5977 9.06161	-3.40063 3.55503 11.6193	
-0.225701 36.6896 8.15621	0.0392428 39.2571 10.1897	0.173003 42.8242 10.9291	0.257662 46.4579 11.2095	0.305005 50.1029 11.2252	0.319776 59.6997 10.068	0.524034 64.7043 10.2625	1.48972 56.6719 9.31425	6.31039 59.8077 11.0551	17.7974 54.5695 11.0053	26.5935 53.654 8.37535	-0.92857 56.6849 9.39167	-6.16229 59.5746 9.99216	-17.3774 53.9233 11.2868	-26.1949 51.7086 9.71416	3.30099 35.5051 7.7826	4.14143 19.3222 7.83841	4.91713 3.26895 10.2299	-3.8483 35.7864 8.35896	-3.746 19.5967 9.0523	-3.39784 3.55557 11.619	
-0.226701 36.6857 8.14631	0.0394807 39.2544 10.1782	0.174601 42.8217 10.9162	0.260931 46.4553 11.1965	0.309632 50.1004 11.2118	0.32706 59.697 10.0534	0.532678 64.7014 10.2486	1.49624 56.6688 9.30012	6.3197 59.8017 11.0384	17.8029 54.5552 10.9881	26.5986 53.6345 8.35861	-0.922048 56.6825 9.37737	-6.15558 59.5721 9.97965	-17.3714 53.9224 11.2759	-26.1899 51.7149 9.69919	3.2997 35.5007 7.77165	4.14075 19.3179 7.84324	4.92027 3.26431 10.2314	-3.84928 35.7829 8.3514	-3.74685 19.5934 9.04808	-3.39598 3.5528 11.6179	
-0.227701 36.6818 8.13411	0.0385187 39.251 10.1652	0.174949 42.8183 10.9034	0.263356 46.4519 11.1838	0.313432 50.0969 11.1988	0.332956 59.6933 10.0386	0.542936 64.6976 10.2336	1.50166 56.6647 9.28606	6.32808 59.7939 11.0228	17.8078 54.5398 10.9714	26.6027 53.6122 8.34179	-0.916637 56.6789 9.3629	-6.15003 59.5683 9.96768	-17.3663 53.9193 11.2631	-26.1853 51.7183 9.68024	3.29892 35.4978 7.75823	4.13987 19.3151 7.844	4.92227 3.2617 10.2324	-3.8499 35.7779 8.34097	-3.74606 19.5891 9.05375	-3.39785 3.54714 11.6154	
-0.23 36.6817 8.12121	0.0363322 39.2507 10.1527	0.172872 42.8177 10.8922	0.261404 46.4511 11.174	0.313002 50.0961 11.188	0.336639 59.692 10.0236	0.550861 64.6961 10.2176	1.50339 56.6625 9.27173	6.33229 59.7878 11.0087	17.8096 54.5284 10.9537	26.6036 53.5927 8.32386	-0.914854 56.6779 9.34998	-6.14752 59.5681 9.957	-17.3636 53.9179 11.2481	-26.1823 51.7206 9.6581	3.29689 35.4992 7.74308	4.13595 19.3165 7.83996	4.9194 3.26402 10.2344	-3.85171 35.7763 8.32996	-3.74549 19.5884 9.06326	-3.40057 3.54501 11.6164	
-0.238992 36.6819 8.11201	0.0300026 39.2511 10.1429	0.167814 42.8183 10.8808	0.257221 46.4519 11.1608	0.310574 50.0969 11.1738	0.338703 59.6925 10.0071	0.554937 64.6966 10.1984	1.50299 56.6621 9.25487	6.33346 59.7844 10.9928	17.8074 54.5177 10.9337	26.6011 53.5754 8.30524	-0.915172 56.679 9.33537	-6.14677 59.5707 9.94433	-17.3627 53.919 11.2306	-26.1805 51.7232 9.63372	3.28719 35.4983 7.73078	4.12933 19.3157 7.83175	4.91681 3.2647 10.2344	-3.86078 35.7776 8.32424	-3.74903 19.5903 9.06963	-3.40121 3.54631 11.6185	
-0.247892 36.6818 8.10331	0.0243664 39.2511 10.1336	0.164157 42.8187 10.8697	0.254949 46.4524 11.1475	0.309857 50.0973 11.1595	0.341678 59.6928 9.99121	0.560882 64.6969 10.1798	1.50408 56.6617 9.23871	6.33659 59.7815 10.9755	17.8065 54.5061 10.9163	26.5991 53.5561 8.28693	-0.914023 56.6797 9.32077	-6.14481 59.573 9.9294	-17.3608 53.9202 11.2108	-26.1774 51.7234 9.60877	3.27724 35.4959 7.71937	4.12533 19.3137 7.82066	4.91709 3.26423 10.2324	-3.87007 35.7798 8.31865	-3.75242 19.5931 9.07543	-3.40164 3.5485 11.6203	
-0.253696 36.6813 8.09781	0.0202293 39.2518 10.1264	0.161751 42.8198 10.8601	0.254026 46.4536 11.1356	0.310243 50.0985 11.1458	0.345164 59.6934 9.97299	0.567183 64.6975 10.1593	1.50675 56.6616 9.22211	6.34159 59.7801 10.9547	17.807 54.4949 10.9013	26.5969 53.5317 8.26751	-0.911357 56.6804 9.3038	-6.1418 59.5747 9.91047	-17.3568 53.92 11.1914	-26.1714 51.7197 9.58299	3.27097 35.4945 7.71264	4.12181 19.3123 7.80822	4.91701 3.26504 10.2332	-3.87595 35.7802 8.31568	-3.75407 19.5938 9.07769	-3.40041 3.54882 11.6199	
-0.2557 36.6787 8.0956	0.0183509 39.2512 10.1215	0.160626 42.8198 10.8523	0.253656 46.4537 11.1261	0.310768 50.0987 11.1336	0.347983 59.6926 9.95265	0.573487 64.6965 10.1368	1.50934 56.6599 9.20484	6.34741 59.7764 10.9322	17.8084 54.4815 10.8826	26.5963 53.5068 8.24661	-0.908799 56.6792 9.28544	-6.13903 59.5745 9.88949	-17.352 53.916 11.1716	-26.1646 51.7115 9.55751	3.26905 35.492 7.71071	4.1212 19.3099 7.79783	4.91847 3.26417 10.2325	-3.87775 35.7772 8.31532	-3.75608 19.5907 9.07451	-3.40084 3.54576 11.6166	
-0.262794 36.6743 8.0923	0.0119459 39.2487 10.1158	0.154804 42.8177 10.8442	0.248446 46.4517 11.1169	0.307273 50.0966 11.1211	0.350123 59.6893 9.93021	0.57721 64.6932 10.1125	1.50974 56.6552 9.18558	6.34935 59.7708 10.91	17.8071 54.4688 10.8608	26.5936 53.4836 8.22408	-0.908391 56.676 9.26607	-6.13836 59.5724 9.86675	-17.35 53.9114 11.1497	-26.1606 51.7019 9.53219	3.26183 35.4873 7.70726	4.11785 19.3054 7.79567	4.92035 3.25984 10.2297	-3.88477 35.773 8.31408	-3.76101 19.5863 9.06937	-3.40145 3.54224 11.6162	
-0.271092 36.6741 8.08351	0.00328583 39.2483 10.1073	0.146251 42.8176 10.8343	0.240151 46.4517 11.105	0.300674 50.0966 11.1062	0.34865 59.6883 9.90749	0.578509 64.6922 10.0873	1.50622 56.6529 9.1649	6.34778 59.7667 10.8872	17.802 54.4572 10.833	26.5889 53.465 8.20032	-0.911871 56.6752 9.2463	-6.14132 59.5731 9.84399	-17.3513 53.909 11.1275	-26.1602 51.6937 9.50866	3.2539 35.4886 7.69701	4.11108 19.3069 7.80557	4.91875 3.26063 10.233	-3.8926 35.7712 8.3065	-3.76511 19.5847 9.06435	-3.39994 3.54216 11.6202	
-0.283287 36.673 8.07481	-0.00810574 39.2475 10.0981	0.135162 42.8174 10.8225	0.229851 46.4517 11.0896	0.292489 50.0966 11.0884	0.346279 59.6876 9.88469	0.578758 64.6916 10.059	1.50147 56.651 9.14312	6.34415 59.7647 10.8625	17.796 54.45 10.8089	26.5824 53.4505 8.17743	-0.916565 56.675 9.22566	-6.1449 59.5754 9.82098	-17.3542 53.9098 11.1035	-26.1617 51.6875 9.48632	3.24149 35.4872 7.68747	4.1029 19.3059 7.82311	4.91838 3.25773 10.2354	-3.9048 35.7705 8.299	-3.77056 19.5839 9.0547	-3.3988 3.54317 11.621	
-0.291192 36.6733 8.06741	-0.0174974 39.2485 10.09	0.125044 42.8189 10.8118	0.219923 46.4535 11.0754	0.284654 50.0983 11.0714	0.345032 59.6885 9.86124	0.579525 64.6925 10.0316	1.49829 56.6507 9.12188	6.34223 59.7638 10.8387	17.7908 54.4421 10.7889	26.5758 53.4365 8.15493	-0.919733 56.6762 9.20406	-6.14789 59.5777 9.7961	-17.3561 53.9103 11.0806	-26.1626 51.6819 9.46643	3.23424 35.4893 7.68058	4.09689 19.3082 7.83654	4.91754 3.25901 10.2402	-3.91224 35.7689 8.29164	-3.77506 19.5819 9.03875	-3.39844 3.54383 11.6206	
-0.300491 36.6717 8.0632	-0.0281583 39.2484 10.084	0.11383 42.8195 10.8027	0.208898 46.4543 11.0634	0.275849 50.0991 11.0554	0.342595 59.6878 9.83463	0.579132 64.6919 10.0018	1.49467 56.6486 9.0995	6.3406 59.7603 10.8132	17.7867 54.4331 10.768	26.5705 53.4218 8.13218	-0.923406 56.6756 9.17987	-6.15125 59.5784 9.76857	-17.3588 53.9108 11.0585	-26.1645 51.6765 9.44838	3.22528 35.4878 7.67915	4.09337 19.307 7.83573	4.91892 3.25798 10.2389	-3.92156 35.7671 8.28618	-3.77853 19.5797 9.02333	-3.39835 3.54395 11.6193	
-0.306395 36.669 8.0626	-0.0380335 39.2481 10.0809	0.10223 42.8201 10.7952	0.196439 46.4552 11.0523	0.265442 50.1 11.0402	0.339202 59.6871 9.80751	0.580052 64.6912 9.96931	1.48997 56.6462 9.07712	6.33808 59.7569 10.7866	17.7816 54.4243 10.7475	26.5642 53.4081 8.10934	-0.928148 56.6749 9.15547	-6.15562 59.5793 9.73937	-17.3622 53.9116 11.0367	-26.167 51.6703 9.4313	3.22064 35.4873 7.68339	4.09293 19.3066 7.81586	4.91755 3.26025 10.2375	-3.92701 35.7619 8.28289	-3.78613 19.5732 8.99148	-3.39987 3.54218 11.6153	
-0.317088 36.6668 8.0595	-0.0522087 39.2471 10.0768	0.0865954 42.82 10.7866	0.180296 46.4554 11.0392	0.251263 50.1001 11.0231	0.331836 59.6859 9.78	0.577044 64.6899 9.93421	1.48105 56.6434 9.05355	6.3301 59.7543 10.7601	17.7721 54.4182 10.7253	26.5545 53.3988 8.08819	-0.937093 56.6737 9.13056	-6.16345 59.5811 9.70956	-17.3696 53.9139 11.013	-26.1744 51.6679 9.41402	3.21082 35.486 7.68557	4.0904 19.3055 7.78952	4.91672 3.26221 10.2307	-3.9377 35.7586 8.2755	-3.79572 19.569 8.95998	-3.40008 3.54313 11.6142	
-0.331184 36.6663 8.05241	-0.0694386 39.2467 10.0699	0.068238 42.8204 10.7762	0.161665 46.4561 11.0245	0.234814 50.1008 11.0051	0.323649 59.6854 9.75391	0.570464 64.6897 9.89862	1.47083 56.6414 9.03063	6.31819 59.7567 10.7338	17.7597 54.4197 10.703	26.5426 53.3959 8.06881	-0.947335 56.6737 9.10635	-6.17194 59.5853 9.67989	-17.3798 53.9228 10.9888	-26.1857 51.6754 9.39811	3.19725 35.4852 7.6844	4.08456 19.305 7.77279	4.91635 3.26344 10.2233	-3.95222 35.7585 8.26246	-3.80533 19.5684 8.93731	-3.40189 3.54623 11.6123	
-0.343586 36.6684 8.04251	-0.0859108 39.2482 10.0613	0.050888 42.8226 10.7645	0.144843 46.4586 11.0083	0.219321 50.1032 10.9855	0.312328 59.6868 9.72668	0.561833 64.6912 9.86307	1.45865 56.6418 9.00632	6.30422 59.76 10.7092	17.7468 54.4253 10.6847	26.5289 53.3949 8.05041	-0.95953 56.6751 9.081	-6.18179 59.592 9.64887	-17.3927 53.9373 10.9653	-26.2001 51.6884 9.38441	3.18577 35.4884 7.68006	4.07953 19.3085 7.76436	4.91536 3.26786 10.2198	-3.96473 35.7595 8.24622	-3.8107 19.5697 8.9248	-3.40081 3.54993 11.6133	
-0.354487 36.6685 8.03371	-0.0998991 39.2487 10.0525	0.0359814 42.8236 10.7528	0.129727 46.4598 10.9935	0.204911 50.1044 10.9675	0.301619 59.6869 9.70059	0.552772 64.6914 9.82773	1.44774 56.641 8.98383	6.29026 59.765 10.6848	17.7327 54.4298 10.6655	26.5145 53.3937 8.03263	-0.970491 56.6749 9.05637	-6.19102 59.5963 9.61734	-17.4064 53.9529 10.9439	-26.2151 51.7041 9.37038	3.17551 35.4889 7.67622	4.07559 19.3094 7.76364	4.91602 3.26842 10.2152	-3.97578 35.7592 8.23262	-3.81616 19.5696 8.91539	-3.40022 3.55195 11.6155	
-0.36329 36.6693 8.02651	-0.111849 39.2504 10.0445	0.0227866 42.8258 10.7423	0.115619 46.4622 10.9808	0.19101 50.1067 10.9518	0.289156 59.688 9.67551	0.542222 64.6926 9.79286	1.43589 56.6413 8.96286	6.27794 59.7678 10.6607	17.7213 54.4347 10.6482	26.5028 53.3938 8.01611	-0.982412 56.6754 9.03307	-6.20187 59.6 9.58722	-17.4214 53.9669 10.9234	-26.2312 51.7193 9.35464	3.16766 35.4915 7.67249	4.07253 19.3123 7.76539	4.91542 3.27106 10.2145	-3.98426 35.7581 8.22264	-3.82003 19.5687 8.90864	-3.39806 3.5525 11.6166	
-0.37169 36.6673 8.01841	-0.122964 39.2498 10.0349	0.010032 42.8258 10.7302	0.101459 46.4624 10.9673	0.176547 50.1069 10.9357	0.275257 59.6869 9.6505	0.528493 64.6918 9.75811	1.42236 56.6396 8.94125	6.26353 59.7688 10.6365	17.709 54.4401 10.6324	26.4907 53.3959 8.00243	-0.995972 56.6738 9.01022	-6.21271 59.6042 9.55884	-17.4355 53.9797 10.9035	-26.2471 51.7369 9.33805	3.16027 35.4919 7.66658	4.06939 19.3129 7.76733	4.91496 3.27143 10.2137	-3.99207 35.7536 8.21363	-3.82694 19.5642 8.89982	-3.40054 3.54947 11.6157	
-0.38738 36.6667 8.00851	-0.138807 39.2499 10.0241	-0.00658927 42.8265 10.7169	0.0845282 46.4631 10.9523	0.160404 50.1076 10.9184	0.262543 59.6867 9.62679	0.511366 64.692 9.72324	1.40862 56.6386 8.91966	6.2471 59.7725 10.6138	17.6947 54.4484 10.6164	26.4773 53.403 7.99006	-1.00971 56.6736 8.98848	-6.22393 59.6092 9.53325	-17.452 53.997 10.8851	-26.2659 51.7623 9.32107	3.14457 35.491 7.65758	4.06263 19.3126 7.76581	4.91378 3.27126 10.2112	-4.00782 35.7532 8.20362	-3.83524 19.5639 8.8917	-3.40117 3.55089 11.6161	
-0.403679 36.6664 7.99472	-0.154942 39.2495 10.0104	-0.0231349 42.8264 10.7015	0.0679806 46.4631 10.9353	0.144456 50.1076 10.8997	0.248455 59.6862 9.60436	0.495844 64.6917 9.69153	1.39374 56.6375 8.89823	6.23103 59.7732 10.5925	17.6813 54.4549 10.5992	26.4659 53.4133 7.9778	-1.02456 56.6731 8.96746	-6.23577 59.6144 9.51045	-17.4689 54.0135 10.8666	-26.286 51.7907 9.30289	3.12808 35.4899 7.64451	4.05541 19.312 7.75695	4.9142 3.27219 10.2094	-4.02438 35.7537 8.18899	-3.84424 19.5649 8.88508	-3.40366 3.55328 11.6168	
-0.415086 36.6666 7.98571	-0.167212 39.2499 10.0013	-0.0365351 42.8272 10.6902	0.0533141 46.4642 10.9212	0.13036 50.1086 10.8838	0.236428 59.6866 9.58384	0.48111 64.6925 9.65976	1.38096 56.6373 8.87905	6.21798 59.7731 10.5739	17.6695 54.4575 10.5856	26.4551 53.4224 7.96522	-1.03733 56.6735 8.94847	-6.2467 59.6183 9.48966	-17.4863 54.0312 10.8489	-26.3058 51.8193 9.28357	3.1168 35.4899 7.63726	4.05059 19.3124 7.74133	4.91485 3.27525 10.2093	-4.03589 35.754 8.17842	-3.85057 19.5655 8.88001	-3.40594 3.55487 11.6169	
-0.424688 36.6658 7.97811	-0.17793 39.2501 9.99258	-0.04853 42.8279 10.6793	0.0393629 46.465 10.9079	0.11632 50.1094 10.868	0.224242 59.6864 9.56086	0.466358 64.6925 9.62719	1.36847 56.6364 8.85866	6.20484 59.7731 10.5537	17.6569 54.4588 10.5744	26.4423 53.4294 7.95089	-1.04983 56.673 8.92743	-6.25778 59.6206 9.46774	-17.5031 54.0459 10.8317	-26.3253 51.8472 9.26324	3.10736 35.4888 7.63239	4.04787 19.3116 7.71786	4.91408 3.27783 10.2074	-4.04566 35.7535 8.16902	-3.85446 19.5653 8.87683	-3.4067 3.55501 11.6151	
-0.430993 36.665 7.97091	-0.186324 39.2505 9.98411	-0.0581785 42.8287 10.6688	0.0280856 46.4661 10.8951	0.104146 50.1104 10.8525	0.211105 59.6863 9.53762	0.452965 64.6926 9.59328	1.35591 56.6359 8.83818	6.19241 59.7726 10.5329	17.6436 54.4563 10.5591	26.4297 53.4331 7.93553	-1.06241 56.6723 8.90634	-6.26967 59.6212 9.44577	-17.5172 54.0525 10.8154	-26.3425 51.8702 9.24165	3.10179 35.4897 7.62711	4.04341 19.3125 7.7068	4.91314 3.28063 10.2074	-4.05156 35.7509 8.16097	-3.85579 19.5631 8.87699	-3.40666 3.55242 11.6126	
-0.441386 36.6654 7.96281	-0.19752 39.252 9.9746	-0.0696201 42.8306 10.6575	0.0165504 46.4681 10.8825	0.0920596 50.1124 10.8376	0.197385 59.6873 9.51515	0.438763 64.6937 9.56009	1.34259 56.6365 8.818	6.17944 59.7734 10.5114	17.6295 54.4547 10.5451	26.4155 53.4346 7.92009	-1.07573 56.6726 8.88639	-6.28301 59.6216 9.42497	-17.5326 54.0587 10.8014	-26.3597 51.8916 9.2167	3.09193 35.4918 7.61861	4.0353 19.3147 7.7072	4.90874 3.28302 10.2073	-4.06141 35.7495 8.15438	-3.85746 19.5621 8.87602	-3.40385 3.55134 11.6109	
-0.458875 36.6678 7.9625	-0.211266 39.2554 9.97255	-0.0835941 42.8344 10.6533	0.00182875 46.4721 10.8754	0.0780672 50.1163 10.8266	0.18408 59.6896 9.49222	0.422588 64.6962 9.52966	1.32798 56.6377 8.79771	6.16545 59.7734 10.4914	17.6146 54.4527 10.5266	26.4007 53.4358 7.90089	-1.09027 56.6743 8.86841	-6.29523 59.6274 9.40726	-17.5503 54.0729 10.7724	-26.3775 51.9108 9.18102	3.07382 35.4941 7.61209	4.02934 19.3179 7.70786	4.91645 3.28578 10.2007	-4.07848 35.7518 8.16148	-3.85948 19.5642 8.8754	-3.39272 3.55375 11.6095	
-0.472481 36.6702 7.94523	-0.225198 39.2575 9.95568	-0.0978806 42.8365 10.6365	-0.0128955 46.4741 10.8598	0.0634968 50.1184 10.81	0.170844 59.6909 9.47065	0.40853 64.6976 9.49678	1.31369 56.6384 8.77709	6.1507 59.7745 10.4714	17.5994 54.4529 10.5098	26.3857 53.4348 7.8851	-1.10451 56.6756 8.84911	-6.30869 59.6297 9.38955	-17.5652 54.0794 10.7596	-26.393 51.9255 9.16048	3.06015 35.496 7.59606	4.02052 19.3202 7.72529	4.91294 3.286 10.2025	-4.09233 35.7548 8.14267	-3.86316 19.5678 8.86579	-3.39345 3.56018 11.616	
-0.484483 36.6693 7.93611	-0.237554 39.2576 9.94531	-0.11135 42.8372 10.6236	-0.0279277 46.4749 10.8452	0.0484105 50.1191 10.7937	0.157301 59.691 9.44998	0.395168 64.6978 9.46661	1.29917 56.6379 8.75731	6.13685 59.775 10.4481	17.584 54.4502 10.491	26.3704 53.4264 7.86862	-1.11899 56.6757 8.83036	-6.32371 59.6291 9.36989	-17.5821 54.083 10.7416	-26.4101 51.9326 9.13887	3.0481 35.4944 7.58886	4.01364 19.3191 7.73976	4.9106 3.28285 10.2022	-4.10454 35.7546 8.1327	-3.87141 19.5675 8.85352	-3.39744 3.56226 11.6168	
-0.495485 36.668 7.93161	-0.251046 39.2575 9.93967	-0.126142 42.8376 10.6147	-0.0437822 46.4756 10.8329	0.0324056 50.1198 10.7791	0.142231 59.6908 9.42932	0.382159 64.6975 9.43865	1.28387 56.6372 8.73862	6.12251 59.7753 10.4247	17.5661 54.4428 10.4751	26.3509 53.413 7.84991	-1.13429 56.6753 8.81152	-6.33975 59.6278 9.34856	-17.5987 54.0827 10.72	-26.4264 51.9335 9.11448	3.03793 35.4948 7.58677	4.00858 19.32 7.74663	4.9099 3.28309 10.2032	-4.11513 35.7513 8.12675	-3.87812 19.5643 8.84661	-3.39947 3.56023 11.6159	
-0.507283 36.6654 7.9326	-0.265201 39.2571 9.93811	-0.141535 42.8382 10.6085	-0.0601205 46.4764 10.8222	0.0157831 50.1206 10.7655	0.124575 59.6906 9.40841	0.367795 64.6971 9.41022	1.26674 56.6366 8.72026	6.10736 59.7743 10.4012	17.547 54.4336 10.4564	26.3303 53.3963 7.82875	-1.15144 56.6744 8.7927	-6.35689 59.6276 9.32602	-17.6153 54.0815 10.6979	-26.4418 51.9303 9.08849	3.02694 35.4939 7.5906	4.00315 19.3193 7.74816	4.91008 3.28232 10.2022	-4.12652 35.747 8.12701	-3.88751 19.5596 8.83895	-3.40243 3.55649 11.6128	
-0.523676 36.6645 7.932	-0.282669 39.2576 9.93578	-0.159716 42.8393 10.6031	-0.0785178 46.4777 10.8136	-0.00234711 50.1218 10.7532	0.107606 59.6904 9.38598	0.352083 64.6968 9.38153	1.24982 56.6356 8.70151	6.09122 59.7748 10.3775	17.5274 54.4265 10.4365	26.3084 53.3788 7.80557	-1.16838 56.6736 8.773	-6.37364 59.6278 9.30267	-17.6314 54.0806 10.6755	-26.4562 51.925 9.06258	3.01068 35.4925 7.59304	3.99669 19.3185 7.74883	4.91196 3.28163 10.2004	-4.14309 35.7464 8.12483	-3.89622 19.5591 8.83457	-3.40148 3.55735 11.6146	
-0.538977 36.6653 7.92831	-0.299816 39.259 9.93149	-0.178263 42.8412 10.5966	-0.0981564 46.4798 10.8043	-0.0216629 50.1238 10.7407	0.0903455 59.6911 9.36499	0.335736 64.6975 9.35381	1.23231 56.6356 8.68366	6.07457 59.7755 10.3557	17.5076 54.4205 10.4129	26.2872 53.3613 7.78173	-1.18592 56.674 8.75425	-6.3913 59.6288 9.27952	-17.6478 54.0788 10.6515	-26.4707 51.9156 9.03849	2.99584 35.4939 7.59197	3.98979 19.3205 7.75286	4.91142 3.28327 10.1998	-4.15832 35.7465 8.11907	-3.90409 19.5595 8.83413	-3.40213 3.55844 11.6167	
-0.553678 36.6656 7.92371	-0.316373 39.2602 9.92595	-0.196303 42.8429 10.5883	-0.117452 46.4817 10.7932	-0.0411463 50.1258 10.7266	0.0719206 59.6919 9.34325	0.320186 64.6982 9.3269	1.21374 56.6357 8.66457	6.05723 59.7757 10.333	17.4876 54.4151 10.3882	26.2656 53.3447 7.75626	-1.20449 56.6744 8.7347	-6.40977 59.6303 9.25468	-17.664 54.0756 10.6256	-26.485 51.9031 9.01417	2.98165 35.495 7.58995	3.98333 19.322 7.75331	4.91136 3.28503 10.199	-4.17289 35.7459 8.11272	-3.91179 19.5592 8.83168	-3.40277 3.55869 11.6159	
